symbol	factor	F1_Liver	F2	F3_Exocrine	F4_CellCycle	F5_ActivatedStroma	F6_BasalLike	F7_Immune	F8_Classical	F9_Lung	F10	F11_Muscle	F12_Endocrine	F13_NormalStroma	F14
NCKIPSD	2	0.3137	0.6028	0.0863	0.3062	0.0617	0.1782	0.2252	0.2223	0.2171	0.4536	0.2266	0.2047	0.3096	0.2564
NCL	10	1.0121	1.4795	1.0354	1.7083	1.2286	1.2119	1.2428	1.1591	1.0862	2.069	1.3523	1.3598	1.4389	1.6077
NCLN	2	0.7991	1.5034	0.8984	1.1722	0.6509	0.7174	0.7633	0.9053	0.8304	1.4182	0.7457	0.7122	0.4944	1.3228
NCOA1	13	0.7067	0.6463	0.8437	0.6141	0.6169	0.3661	1.0204	0.8233	0.9387	0.4169	0.9837	1.0317	1.1448	0.5935
NCOA2	8	0.1268	0.0755	0.1083	0.2953	0.1336	0.1268	0.1208	0.3105	0.1177	0	0.1508	0.1162	0.0477	0
NCOA3	10	0.3738	0.9317	0.4109	0.6848	0.4629	0.8246	1.0151	0.4762	0.4944	1.1399	0.4506	0.3444	0.4484	0.0967
NCOA4	4	0.9028	0.6931	0.6989	1.134	0.7776	0.5651	0.8063	0.7798	0.8703	0	1.0168	0.684	0.6206	0.645
NCOA5	2	0.1239	0.6092	0.3381	0.5582	0.1703	0.1866	0.3422	0.3148	0.2851	0.2143	0.4586	0.3398	0.3554	0.4262
NCOA6	4	0.6777	0.8937	0.8556	1.1701	0.9079	1.1525	1.1465	1.1066	0.9279	1.1654	0.7575	0.871	0.982	0.8758
NCOA7	8	0.9804	0.383	0.9413	0.5987	0.819	0.833	1.0262	1.1479	0.8485	0	0.6217	0.8753	1.1257	0.7626
NCOR1	10	0.3843	0.4093	0.4601	0.4698	0.1864	0.4458	0.503	0.4071	0.3698	0.7268	0.505	0.3304	0.4079	0.3134
NCOR2	10	0.9061	1.6415	1.0992	1.6676	1.9707	1.6872	1.49	1.5879	1.5928	2.448	1.4281	2.0892	1.1458	1.1455
NCR1	7	0.2056	0	0	0.2407	0	0	1.2973	0	0.5673	0.3834	0	0	0.0114	0.3089
NCR2	14	0.2182	0.8205	0.0906	0.0098	0.0148	0.1396	0.0069	0.3328	0.1856	0.0823	0.1755	0.3087	0.0522	0.9892
NCR3	7	0.3186	0.1851	0.0853	0.0825	0.0819	0	2.3737	0.236	0.4319	0.2003	0	0.1317	0.2794	0.6471
NCRNA00032	4	0.0523	0.057	0.0495	0.0979	0	0.0947	0.0449	0.0512	0.0079	0.0725	0.0652	0	0.0582	0.0334
NCRNA00052	10	0.1164	0.2182	0.1825	0.2356	0	0.1866	0.1125	0.1827	0.0113	0.4467	0.0538	0.04	0.1079	0.0362
NCRNA00081	4	0.5477	0	0.5605	0.7955	0.3522	0.5565	0.5135	0.338	0.5031	0.3794	0.597	0.4774	0.7714	0.594
NCRNA00084	10	0.8915	0	1.5942	0.8147	0.1559	1.3874	1.815	0.4553	1.1967	2.0914	0.7094	0.143	0.6497	0.1014
NCRNA00085	10	0.368	0.6529	0.6503	0.3363	0.4329	0.6057	0.5746	0.3511	0.7997	1.1279	0.4553	0.7535	0.5185	0.7742
NCRNA00086	12	0.1541	0.4313	0.6871	0.3005	0.4927	0.1087	0.2331	0.6005	0.6774	0.4396	0.1497	1.5104	0.7747	0.0659
NCRNA00087	12	0.5721	0.5587	1.0553	0.5014	0.8601	0.3019	0.5622	0.8831	1.0492	1.1549	0.4668	1.8723	1.3546	0.4501
NCRNA00094	12	0.6662	0.8898	1.0215	1.3468	1.0486	0.9343	0.8592	0.7047	1.1484	0.9558	0.8164	1.5919	1.1254	1.3952
NCRNA00095	14	0.0875	0	0.1699	0.1344	0.0871	0.1119	0.0176	0.1372	0.0331	0.1868	0.0526	0	0.0736	0.3192
NCRNA00105	10	0.4306	0.4234	0.4181	0.2413	0	0.3561	0.8128	0.1769	0.4705	1.1514	0.2535	0.3228	0.1027	0.0715
NCRNA00114	8	0.0179	0.0052	0.0721	0.111	0.0192	0.0626	0.0277	0.1406	0	0.0482	0.0529	0.0167	0.0307	0
NCRNA00115	7	0.2926	0	0.5353	0.8288	0.0814	0.7694	1.1666	0.2298	0.5942	0.9061	0.7148	0.3232	0.1168	0
NCRNA00116	10	0.7845	0.8026	0.582	0.5686	0.0627	0.5183	0.38	0.5241	0.4828	1.1558	1.0884	0.2871	0.6585	1.0611
NCRNA00120	7	0.3969	0.2288	0.049	0.4428	0.3616	0.388	0.935	0.1644	0.5963	0.2304	0.3758	0.1202	0.1494	0
NCRNA00152	14	0.4673	1.0296	0.6914	0.5805	0.9239	0.8861	0.643	0.3645	0.4161	1.1319	0.6425	0.2906	0.3582	1.577
NCRNA00153	13	0.3607	0.1541	0.9155	0.5777	0.242	0.4877	0.7342	0.4585	0.4262	0.9262	0.7144	0.3496	0.9732	0.6994
NCRNA00158	10	0.16	0.1064	0.0249	0.1875	0	0.0376	0.347	0.1123	0	0.5914	0.0572	0.2283	0.0999	0.4962
NCRNA00161	2	0.0287	0.2752	0.0218	0.1062	0	0.0803	0	0.1266	0	0	0.0375	0.0104	0.0737	0.0765
NCRNA00162	6	0.2632	0.8812	0.3039	0.3705	0	0.9526	0.0301	0	0.5626	0.587	0.3269	0.1795	0.3318	0.6702
NCRNA00166	12	0.2626	0.3439	0.4444	0.2475	0	0.3013	0	0.1884	1.2492	0.1916	0.3094	1.575	0.5879	0.3882
NCRNA00167	2	0.2255	0.5979	0.2711	0.1748	0	0.1464	0.0471	0.2121	0.12	0.4447	0.2527	0.0761	0.1884	0.4949
NCRNA00168	14	0.1192	0.3705	0.0028	0.0853	0.099	0.0374	0.1102	0.231	0.1056	0.1494	0.2044	0.1638	0.0658	0.5994
NCSTN	2	1.1787	1.8553	1.3787	1.6495	1.2777	1.3938	1.2564	1.5162	1.3037	1.7063	1.1636	1.4821	1.2501	1.3928
ND1	10	1.5288	1.6557	0.8679	0.4088	0	0.3345	0.258	0.97	0.8896	2.4293	1.1941	0.6494	0.7668	1.6802
ND2	10	1.4407	2.0738	0.8416	0.2298	0	0.281	0.291	1.3904	0.9241	2.5497	1.3017	0.6795	1.1038	1.8144
ND3	10	1.8473	2.3178	1.365	0.9951	0.5124	0.9397	0.948	1.9385	1.252	3.1389	1.3788	1.5634	1.6702	1.7859
ND5	10	1.4817	1.9221	0.5161	0.1884	0.0764	0.5138	0.3781	1.4686	0.7382	2.5396	0.8529	0.7724	0.8912	1.4851
ND6	10	1.2073	0	0.876	0.6282	0.2721	0.2928	0.6527	0.4751	0.6474	2.2902	0.633	0.2737	0.5696	1.6295
NDC80	4	0	0.6161	0.0529	1.5357	0.6149	0.8392	0.6321	0.5153	0	0.7292	0.2009	0.1939	0.2278	0.4116
NDE1	10	0.3153	0.9985	0.2525	0.6476	0.5208	0.9977	0.9843	0.7108	0.5692	1.2178	0.4932	0.3771	0.3939	0.7491
NDEL1	9	0.398	0.572	0.5343	0.6493	0.6706	0.5526	0.6628	0.3719	0.7835	0.4732	0.7282	0.3278	0.632	0.5029
NDFIP1	4	1.1142	0.6155	1.181	1.4976	0.6443	0.9842	0.6978	0.8267	0.8872	0.4913	0.8901	0.9263	0.8004	0.9125
NDFIP2	4	0.9315	0.1821	1.3334	1.7055	0.6004	1.5571	0.3891	1.1551	0.7318	0	0.9094	0.64	0.5487	0.8084
NDN	13	0.5399	0.2835	0.7817	0	1.8432	0	1.0329	0.2102	0.9082	0.4323	0.8174	1.5741	2.1926	0.6733
NDNL2	14	0.5391	0.6459	0.3896	0.6496	0.4665	0.2437	0.5887	0.2516	0.4556	0.4262	0.6541	0.6073	0.5824	0.6577
NDOR1	2	0.7607	3.2661	0.9493	0.3423	0.2812	0.6899	0.7691	0.8524	0.6025	0.925	0.7608	0.7296	0.7876	1.8162
NDP	10	0.0363	0.039	0.2267	0.2742	0.4135	0.1763	0	0.1369	0	2.0764	0.0785	0	0.7462	0.1271
NDRG1	10	1.03	1.2366	0.6736	0.38	0.6869	1.3147	0.7417	1.2721	0.9591	1.5261	1.0312	0.2798	1.2994	1.4906
NDRG2	11	1.3736	0.6007	1.1123	0.2701	0.0591	0.3989	1.0419	1.1738	0.9821	0.8177	1.716	1.4553	1.4422	0.9014
NDRG3	4	0.2224	0	0.4568	0.9935	0.6949	0.6041	0.6987	0.4702	0.4616	0.6273	0.46	0.9689	0.7977	0.7062
NDRG4	12	0.1712	0.8725	0.1742	0.5748	0.2773	0.5788	1.2251	0.2951	1.7756	0.9337	0.4947	2.1575	1.04	1.0588
NDST1	14	0.4938	0.531	0.2299	0.4604	0.4161	0.2198	0.1516	0.1963	0.3479	0.4071	0.3016	0.263	0.2682	0.6843
NDST2	7	0.5603	0.8682	0.6162	0.7825	0.8517	0.3922	1.194	0.2987	0.9209	0.7502	0.4413	0.6385	0.4622	0.5419
NDST3	14	0.4147	0.2063	0.0552	0	0.1722	0.0088	0.1205	0.1474	0.1009	0.7949	0.1747	0.2287	0.3631	1.1865
NDST4	14	0.3782	0.4279	0.1716	0.0596	0.1379	0.0737	0.0542	0.4056	0.1192	0.2313	0.2761	0.3273	0.0621	0.8371
NDUFA1	4	1.5216	1.3401	1.4301	2.1524	1.062	1.3691	1.3973	1.4408	1.3647	1.6651	1.7093	1.3289	1.4671	1.1729
NDUFA10	4	0.6812	0.2925	0.9021	1.3447	0.7066	0.803	0.6254	0.7231	0.5916	0	1.1161	0.5958	0.7476	1.0438
NDUFA11	2	1.2775	2.208	1.33	1.6499	0.8299	1.2776	1.1529	1.1107	1.1562	1.2744	1.5208	1.1157	1.2877	1.3029
NDUFA12	11	1.0985	1.4644	1.0616	1.7736	0.853	1.2897	1.0593	1.1474	1.4702	0.7885	1.8529	0.8802	1.3831	1.2037
NDUFA13	2	1.255	1.9347	1.2014	1.6522	1.0229	1.2221	1.1155	1.2943	1.2366	1.2304	1.5392	1.4112	1.2265	1.4048
NDUFA2	14	1.4788	1.3398	1.2619	1.6374	0.7134	1.2436	1.2023	1.2843	1.2119	1.4991	1.585	1.1484	1.2693	1.937
NDUFA3	2	1.0696	2.231	1.0798	1.3355	0.6654	0.965	1.0151	1.3636	0.9712	1.3717	1.3874	1.0833	1.0879	1.2482
NDUFA4	4	1.5689	1.5472	1.6033	2.2255	1.1104	1.5527	1.2127	1.5158	1.4558	0.953	2.0279	1.0284	1.7625	1.6165
NDUFA4L2	13	0.1678	0.4414	0.0845	0.169	0.4489	0.1562	0.171	0.1339	0.3541	0.1384	0.4718	0.0242	0.5257	0
NDUFA5	4	1.0663	0.8032	1.1874	1.4765	0.7157	0.7976	0.7654	0.9272	0.9136	0.4089	1.4695	0.9389	1.2179	0.4832
NDUFA6	11	1.4994	1.2301	1.3438	1.9728	1.07	1.4653	1.2202	1.336	1.2477	1.1639	2.0533	1.1747	1.4197	1.377
NDUFA7	4	1.2761	1.5047	1.2472	1.7161	0.6028	1.1372	1.0622	1.4116	1.1584	1.5163	1.6951	1.2583	1.0552	1.3673
NDUFA8	4	1.4337	1.3423	1.1659	2.1583	1.2274	1.4289	1.1516	1.4615	1.4041	1.3796	2.0701	1.4515	1.6596	1.6135
NDUFA9	4	0.9666	1.1415	1.093	1.8102	0.7071	1.3095	0.8467	0.8133	0.9039	0.4698	1.4496	1.0625	0.886	0.8877
NDUFAB1	4	1.2931	1.3967	1.2139	2.0604	0.7838	1.344	1.0002	0.8987	1.0793	0.6223	1.7706	0.7445	1.2041	1.3493
NDUFAF1	11	1.5009	0.8583	1.0433	1.4935	1.0571	0.7669	1.0367	1.0166	1.0701	0.3202	1.8288	1.1908	1.1091	1.1921
NDUFAF2	4	0.941	1.0363	1.2174	1.6886	0.6455	0.9324	0.5893	0.405	0.8225	1.4376	1.4511	0.6665	1.2894	1.1983
NDUFB1	4	1.534	1.3442	1.4979	1.7301	0.7332	1.1943	1.2134	1.1725	1.2338	1.2597	1.5013	1.2249	1.3738	0.8916
NDUFB10	14	1.2964	1.1452	1.272	1.6194	1.0563	1.2891	1.0909	1.3658	1.2138	1.0547	1.9434	1.416	1.5314	2.0774
NDUFB11	2	0.9288	1.7456	1.0869	1.4835	0.5238	0.9912	0.9867	1.0796	0.9119	1.0578	1.3588	0.9463	0.9267	1.6858
NDUFB2	4	1.6638	1.8328	1.2427	2.2274	1.5236	1.2583	1.3804	1.6342	1.6737	1.5054	2.1721	1.8625	1.5535	1.6429
NDUFB3	4	1.3288	1.18	1.0273	1.9047	0.8301	1.4082	1.1767	1.342	1.2676	1.1744	1.806	0.8888	1.0311	1.4374
NDUFB4	4	1.4682	1.3327	1.4696	1.951	1.1064	1.6833	1.3302	1.5515	1.3782	1.6738	1.8749	1.3921	1.4565	1.3552
NDUFB5	4	0.821	0.1709	1.1476	1.6171	0.5151	1.033	0.6982	0.5668	0.7622	0	1.3552	0.4357	0.9628	0.6417
NDUFB6	4	1.3892	1.126	1.4682	2.161	0.9508	1.1934	1.1723	0.783	1.1998	0.8002	1.6481	0.9601	1.3752	1.1104
NDUFB7	2	1.0921	1.8955	1.0657	1.216	0.7129	1.0349	0.7666	1.1814	0.9831	1.0679	1.3548	1.1386	1.1431	1.6823
NDUFB8	4	1.5412	1.6309	1.2841	1.9897	1.0677	1.279	1.386	1.3468	1.3019	1.7988	1.602	1.5518	1.5389	1.7353
NDUFB9	4	1.6899	1.9099	1.5236	2.4389	0.9455	1.7381	1.1855	1.6347	1.4005	2.0044	2.2563	1.4219	1.2333	1.9404
NDUFC1	4	1.4866	1.5456	1.5481	2.1051	1.0825	1.3125	1.3341	1.5941	1.5221	1.2749	1.9442	1.7866	1.3555	1.1543
NDUFC2	4	1.4046	0.5949	1.1976	1.4766	0.8231	0.9399	0.9734	1.2293	0.9396	0.9415	1.1388	1.3971	1.1853	1.3827
NDUFS1	4	1.2632	0.9335	0.9287	1.7344	0.8735	1.1804	0.7987	1.0617	0.733	0.7901	1.711	0.8462	0.9479	0.86
NDUFS2	11	1.0378	0.9207	0.8162	1.4978	1.1362	0.8507	0.7012	1.0541	0.9572	0.0041	1.6357	0.8223	1.023	0.9578
NDUFS3	4	1.2182	1.4181	1.2793	1.792	0.8883	1.2817	1.1241	1.1346	1.1092	0.941	1.7529	1.1083	1.2385	1.7432
NDUFS4	14	0.6948	0.8859	0.7115	0.7121	0.3208	0.6559	0.4089	0.487	0.5524	0.7045	0.849	0.4294	0.7957	1.332
NDUFS5	4	1.5784	1.7003	1.2279	2.3027	1.6216	1.6039	1.3239	1.6449	1.5609	2.0275	2.042	1.7678	1.6088	1.9681
NDUFS6	4	1.2023	1.7563	1.2188	2.0373	1.0804	1.2801	1.0429	1.2355	1.1929	1.1642	1.6667	1.2027	1.1665	1.4728
NDUFS7	2	1.2436	2.3564	1.0776	1.2616	0.7533	0.839	0.9885	1.2894	1.0492	1.2972	1.5061	1.1588	1.0031	1.4837
NDUFS8	2	0.9802	2.6635	1.0401	1.2935	0.628	1.0859	0.721	1.2065	0.9101	1.547	1.1898	0.9118	0.8406	1.1386
NDUFV1	2	1.3581	2.0469	1.1154	1.3059	0.7356	1.1287	1.0782	1.2205	1.0006	1.9405	1.3208	1.131	1.1452	1.484
NDUFV2	11	1.5946	1.6404	1.2922	1.7641	0.83	1.1883	0.9557	1.3132	1.2376	0.3799	1.8852	1.0813	1.0512	1.2528
NDUFV3	2	0.8957	1.3844	0.884	0.9666	0.4575	0.7354	0.6901	0.7661	0.7911	1.0117	1.3633	0.7758	0.895	1.2394
NEB	11	0.0041	0	0	0	0.2435	0	0.0322	0.9731	0	0	4.1879	0.8703	0	0
NEBL	6	0.1044	0	0.6372	0.3505	0.314	1.488	0	1.0479	1.3013	0.0689	0.2583	0.5568	0.4701	0
NECAB1	9	0.0378	0	0.0842	0.2824	0.1368	0	0.1779	0	0.4832	0.0969	0.0468	0.1845	0.4552	0
NECAB2	12	0.2414	0.0807	0.1359	0.3856	0.0935	0.1131	0.2134	0.0408	0.1253	0.381	0.1989	0.6156	0.2246	0.3311
NECAB3	11	0.4516	0.4224	0.7274	0.6619	0.2087	0.4493	0.2111	0.6674	0.5379	0.6382	1.015	0.2429	0.5306	0.9897
NECAP1	14	0.3147	0.3333	0.3831	0.5095	0.1022	0.3883	0.5134	0.3872	0.4017	0.5091	0.4148	0.5679	0.3314	1.1303
NECAP2	7	0.7623	0.7854	0.4328	0.9845	0.8527	0.9215	1.2503	0.8153	1.0658	0.6744	0.6111	0.6675	0.716	0.8514
NEDD1	4	0.1623	0.0987	0.3183	1.0192	0.4886	0.5895	0.4698	0.0871	0.2558	0.1833	0.5643	0.2095	0.3984	0
NEDD4	11	0.8705	0.6718	0.1991	0.8602	0.6579	0.3969	0.2346	0.219	0.68	0.1408	1.1762	0.4067	0.9816	0.6144
NEDD4L	9	0.6837	0.7164	1.2727	0.7121	0	0.9434	0.0911	0.9083	1.353	0.6897	0.7961	0.7301	0.4484	0.69
NEDD8	14	0.8975	1.4053	0.8976	1.2625	0.7784	1.0436	0.9802	0.9406	1.0468	1.2133	1.2335	0.8846	1.0498	1.6556
NEDD9	13	0.5617	0	0.4869	0.6702	0.9526	0.2107	0.4911	0.6726	1.126	0	0.4085	0.5801	1.144	0
NEFH	12	0.7016	0.792	0.5875	0.6255	0.6695	0.2058	0.86	0.2879	0.3844	0.9599	0.628	1.958	1.1733	0.7902
NEFL	12	0.0562	0.191	0	0.2431	0.3209	0	0.1214	0.248	0	0.0807	0.1694	0.9978	0.8002	0.1347
NEFM	12	0.1641	0.7981	0.8948	0.0252	0.1196	0.2141	0.2336	0.2627	0.0508	0.7252	0.7786	1.2158	0.8716	1.1276
NEGR1	13	0	0	0.1629	0.2187	0.211	0	0.0429	0	0.1804	0	0.1577	0.424	0.6986	0
NEIL1	10	0.9265	0.4419	1.3245	0.2693	0	0.8194	1.6697	1.3044	1.2638	1.673	0.4754	0.856	0.7483	0.9645
NEIL2	11	0.3518	0.5946	0.1465	0.347	0.2344	0.217	0.3303	0.203	0.3495	0.2763	0.7616	0.593	0.3422	0.34
NEIL3	4	0	0.2054	0	1.0942	0.1624	0.5629	0.0268	0	0	0.0674	0.13	0.0677	0.0208	0.0151
NEK1	13	0.1374	0.1099	0.1566	0.5056	0.3659	0.1602	0.1989	0.0085	0.1909	0.1128	0.2489	0.4344	0.522	0
NEK10	9	0.1338	0	0.087	0.2572	0.0271	0.2645	0.2085	0.2547	0.8135	0.3664	0.3029	0.3638	0.1904	0.0611
NEK11	6	0.0911	0.2008	0.2645	0.4828	0.2923	0.6736	0.0371	0.3565	0.5849	0.1354	0.2898	0.5501	0.3765	0.233
NEK2	4	0	0.2993	0	1.3034	0.1537	1.3004	0.3007	0.4148	0.0169	0.1567	0.1643	0	0	0.1085
NEK3	8	0.426	0.1096	0.5409	0.5675	0.3491	0.3884	0.4983	0.7249	0.5014	0.6456	0.4148	0.2781	0.6709	0.3678
NEK4	4	0.7175	0.0825	0.6981	1.1741	0.601	0.5514	0.573	0.5029	0.5858	0.5714	0.7567	0.7435	0.5104	0.2116
NEK6	1	1.4722	1.2038	0.3744	0.9004	1.3523	0.5806	0.5183	1.214	0.6248	1.2658	0.5469	0.7668	0.5465	1.4498
NEK7	11	0.3521	0.4865	0.5479	0.8162	0.4848	0.8255	0.4291	0.5305	0.6759	0	0.8277	0.2451	0.7519	0.3976
NEK8	14	0.2833	0.4539	0.1409	0.2549	0.0444	0.2316	0.4053	0.2456	0.2782	0.3943	0.2772	0.2693	0.0602	0.9538
NEK9	7	0.6106	0.6358	0.5867	0.8076	0.613	0.5471	0.873	0.5063	0.6552	0.7582	0.8138	0.7471	0.7185	0.3545
NELF	10	0.386	0.9406	0.5129	0.5181	0.3205	0.466	0.3696	0.8372	0.4302	0.9643	0.3802	0.4954	0.4444	0.8835
NELL1	2	0.3719	0.8255	0	0	0	0	0.0284	0.3765	0.1605	0.585	0.2623	0.2598	0.2337	0.7884
NELL2	7	0	0.1487	0.1593	0.1664	0.0476	0.2445	1.4646	0.654	0.87	0	0	0.6274	0.8234	0
NENF	14	1.0893	1.3463	1.2572	1.2355	0.7778	1.0101	0.8129	0.912	1.0639	1.4659	1.2664	1.4185	1.5904	1.7475
NEO1	12	0.5484	0.8022	0.6713	0.8158	1.0892	0.4383	0.3704	1.0362	0.9301	0.5537	0.8976	1.5539	0.8638	0.3957
NES	11	0.4216	1.2344	0.3107	0.4311	0.9058	0.2872	0.6499	0.4832	1.1458	1.1329	1.628	0.9709	1.2994	1.1884
NET1	8	1.082	0.489	1.319	1.4833	1.5123	2.2075	0.7442	2.4325	0.859	1.6561	1.1856	1.0945	1.7095	0.9258
NETO1	14	0.0882	0.2292	0.2886	0.1533	0.294	0.1077	0.1347	0.1936	0.0905	0.2356	0.1401	0.038	0.1466	0.5872
NETO2	4	0.083	0.5026	0.0977	1.2378	0.5568	0.6764	0.5216	0.0149	0.6328	0.5389	0.3479	0.005	0.1473	0.2871
NEU1	12	1.1177	1.1311	1.2702	1.2586	0.8897	0.9481	1.1585	0.785	1.1353	1.2186	1.0052	1.2783	1.0913	0.7771
NEU2	14	0.186	0.0896	0.1177	0.1525	0.1654	0.1597	0.1428	0.2352	0.0405	0.2704	0.1333	0	0.1354	0.3995
NEU3	14	0.2667	0.5162	0.1715	0	0.0191	0.0254	0	0.2923	0.0801	0.0404	0.2088	0.2509	0.0205	0.5726
NEU4	1	1.4449	0.8566	0.6352	0.2791	0	0.0215	0.153	0.4261	0.1059	0.4648	0.533	0	0.1533	0.3085
NEURL	12	0.412	0.8523	1.1786	0.0856	0	0	0.153	0.3421	0.1106	0.6398	1.6492	2.5155	0	0.1509
NEURL2	13	0.4767	0	0.4905	0.607	0.5536	0.3099	0.5735	0.0886	0.1677	0.4925	1.0055	0.0532	1.0446	0.4323
NEUROD1	12	0	0	0.4211	0.1227	0	0	0.1701	0	0	0	0.035	2.9928	0	0
NEUROD2	14	0.3892	0.5702	0.1393	0	0.0578	0.0967	0.1008	0.4916	0.1125	0.8876	0.2467	0.2432	0.2536	1.105
NEUROD4	14	0.1161	0.135	0.0597	0.0527	0.1116	0.0302	0.0583	0.1178	0.0598	0.0888	0.0976	0.1455	0.0195	0.3518
NEUROD6	13	0.097	0.0873	0	0.1041	0.0449	0.1314	0.0803	0.1272	0.0899	0.0536	0.1162	0	0.1788	0.1647
NEUROG1	2	0.6334	3.9134	1.0346	0.4483	0.4288	0.5813	0.3932	0.7217	0.3843	0.1814	0.5387	0.5574	0.5767	0.1873
NEUROG2	4	0.0591	0.036	0.0958	0.1597	0.0004	0.114	0.0499	0.0212	0	0.0928	0.0598	0.0299	0.0563	0.0702
NEUROG3	2	1.1394	3.7177	0.9781	0.4986	0.2745	0.555	0.929	0.7857	0.7828	1.0974	0.9091	0.6774	0.7625	0.4241
NEXN	13	0.2527	0.9763	0.4365	0.176	1.8941	0	0.5623	0.3119	0.9056	1.069	2.594	0.8599	2.7331	0
NF-E4	9	0.5628	0.1566	0.1865	0.5582	0.7152	0.2934	0.2735	0	1.1155	0.6983	0.2081	0	0	0.9924
NF1	2	0.3089	0.5211	0.1795	0.3361	0.2984	0.4544	0.2052	0.3219	0.2424	0.3933	0.3311	0.3802	0.2946	0.4993
NF2	10	0.4047	0.7143	0.3453	0.8039	0.3727	0.3933	0.2628	0.1435	0.3251	0.8619	0.6417	0.4788	0.2948	0.6197
NFAM1	10	0.1701	0.2892	0.1027	0.146	0.1022	0.1905	0.1344	0.0833	0.1118	0.3236	0.0367	0.0238	0.1247	0.2797
NFAT5	10	0.4965	0.7229	0.5465	0.6865	0.5254	1.0915	0.8066	0.4868	0.6885	1.2817	0.5242	0.5964	0.7705	0.2011
NFATC1	7	0.3434	0.6394	0.5907	0.2997	1.3229	0.1631	1.4348	0.5463	0.6461	1.2016	0.9441	0.4552	0.9819	0.8192
NFATC2	14	0.1246	0.344	0.1562	0.1881	0.1671	0.086	0.2216	0.0995	0.0518	0.3171	0.1661	0.0217	0.2131	0.36
NFATC2IP	10	0.199	0.3036	0.2459	0.4534	0.0906	0.4209	0.4351	0.437	0.2372	0.5367	0.3116	0.0648	0.2242	0.4213
NFATC3	7	0.5879	0.8366	0.3761	0.4549	0.3164	0.3959	1.0079	0.5405	0.738	0.4489	0.7995	0.5932	0.6196	0.7827
NFATC4	2	0.3124	0.9502	0.1886	0.0094	0.2725	0.2883	0.1584	0.4231	0.2722	0.5716	0.3645	0.2715	0.5121	0.6479
NFE2	9	1.017	0.9869	0.9014	0.8159	0.5049	0.6003	1.1731	0.094	2.1173	1.8432	0.52	0	0.1938	0.4248
NFE2L1	10	1.1784	1.9705	0.9373	1.0907	0.9439	1.0884	1.1388	1.1572	1.101	2.1717	1.7921	1.4798	1.3057	1.4905
NFE2L2	2	0.5966	0.946	0.6065	0.8672	0.5879	0.8399	0.519	0.7344	0.7119	0.4472	0.8467	0.6678	0.8521	0.5053
NFE2L3	6	0.0714	0.417	0.2903	1.0862	0.7593	1.3374	0.5163	0.817	0.358	0.2819	0.3014	0.4242	0.0769	0.5011
NFIA	13	1.414	0.8318	1.0761	0.46	0.6457	0.4238	0.9211	0.8226	0.9174	1.7334	0.7761	1.6458	2.0881	0.6098
NFIB	13	0.7291	0.4234	0.8428	0.3851	0.4854	0.3024	0.6879	0.7009	0.7634	0.9223	0.7621	0.9688	1.8318	0.5549
NFIC	14	0.2777	0.1161	0.3635	0.2514	0.285	0.0871	0.0825	0.16	0.3852	0.1375	0.6632	0.5219	0.493	0.7952
NFIL3	11	1.7684	1.0233	1.0909	0.8816	1.4179	1.0652	1.1819	0.3966	1.5176	1.0324	2.116	0.927	1.7913	0.3877
NFIX	10	0.5183	1.2072	0.4128	0.2756	0.6894	0.2586	0.2062	0.7337	0.6771	1.2885	0.7558	0.9245	0.9251	0.4153
NFKB1	7	0.7814	1.2147	0.6133	0.9716	1.138	0.8159	1.3224	0.8189	1.0629	0.6648	0.8414	1.0731	0.9304	0.959
NFKB2	14	0.5345	0.8981	0.2907	0.2882	0.2515	0.3503	0.474	0.4928	0.3131	0.2385	0.3342	0.2412	0.0332	0.9046
NFKBIA	9	1.8064	1.4633	1.4298	1.9363	2.1294	1.3619	2.1335	1.3609	2.442	1.7054	1.7294	1.9545	1.6402	1.0531
NFKBIB	2	0.5032	0.9937	0.3139	0.5195	0.2816	0.5126	0.4056	0.5722	0.5928	0.5641	0.6489	0.3002	0.2474	0.2516
NFKBID	2	0.0522	0.4507	0.3531	0.3377	0.1067	0.2171	0.3089	0.1802	0.3143	0.0763	0.1327	0.0802	0	0
NFKBIE	7	0.9323	0.7048	0.809	1.0009	1.5427	1.2185	1.7346	1.2519	1.0664	1.3214	0.7036	1.1486	0.1539	0.6947
NFKBIL1	2	0.3579	0.7383	0.3751	0.3664	0.2358	0.4957	0.2703	0.2216	0.2819	0.3529	0.5049	0.2609	0.3013	0.3766
NFKBIL2	2	0.3002	0.9327	0.5853	0.3802	0	0.3685	0.2378	0.6595	0.1856	0.7477	0.3902	0	0.1947	0.9219
NFKBIZ	7	1.0001	0	1.0896	0.8188	0.5912	1.1313	1.3307	0.8227	1.1551	1.2006	0.3114	0.6891	0.3902	0.1829
NFRKB	4	0.0934	0.2094	0.201	0.4041	0.1585	0.3787	0.3272	0.2687	0.1974	0.2079	0.343	0.1721	0.1093	0.3885
NFS1	4	0.7099	0.5094	0.4816	0.7989	0.2422	0.769	0.3792	0.4448	0.3751	0.695	0.5851	0.5117	0.4762	0.7414
NFU1	4	0.9663	0.7068	1.3452	1.6524	0.8325	1.1603	1.0245	0.7309	1.0137	0.9083	1.6078	1.091	1.4797	0.6858
NFX1	2	0.5748	0.9842	0.53	0.5239	0.3227	0.3518	0.5118	0.5449	0.4503	0.4048	0.6012	0.4096	0.399	0.6218
