Gene	P value	Adjusted P value	Log2 Fold Change	Cluster
ACTN1	2.225074E-308	2.225074E-308	0.341982875	MMP9+
DOCK8	2.225074E-308	2.225074E-308	0.338684683	MMP9+
UBL5	2.225074E-308	2.225074E-308	0.338043094	MMP9+
XPO6	2.225074E-308	2.225074E-308	0.33488893	MMP9+
CKLF	2.225074E-308	2.225074E-308	0.326760278	MMP9+
STK4	2.225074E-308	2.225074E-308	0.323726652	MMP9+
SH3GLB1	2.225074E-308	2.225074E-308	0.31930762	MMP9+
LAMTOR4	2.225074E-308	2.225074E-308	0.30417795	MMP9+
SELL	2.225074E-308	2.225074E-308	0.299124429	MMP9+
GNAI2	2.225074E-308	2.225074E-308	0.294098636	MMP9+
JAK1	2.225074E-308	2.225074E-308	0.293955614	MMP9+
TALDO1	2.225074E-308	2.225074E-308	0.289379231	MMP9+
MYL12A	2.225074E-308	2.225074E-308	0.286414837	MMP9+
NRBF2	2.225074E-308	2.225074E-308	0.282407869	MMP9+
S100A4	2.225074E-308	2.225074E-308	0.270821713	MMP9+
SLC2A3	2.225074E-308	2.225074E-308	0.263521892	MMP9+
EVI2B	2.225074E-308	2.225074E-308	0.263161828	MMP9+
GCA	2.225074E-308	2.225074E-308	0.26161662	MMP9+
GPSM3	2.225074E-308	2.225074E-308	0.256186906	MMP9+
CELF2	2.225074E-308	2.225074E-308	0.25066717	MMP9+
SNX18	4.98E-308	1.26E-303	0.653238512	MMP9+
ARPC5	1.06E-307	2.68E-303	0.258899494	MMP9+
HNRNPK	1.76E-307	4.46E-303	0.328339873	MMP9+
MAX	2.60E-307	6.59E-303	0.513738676	MMP9+
RTF1	2.95E-307	7.50E-303	0.528425235	MMP9+
CCDC125	3.63E-307	9.21E-303	1.051728921	MMP9+
TMEM120A	4.03E-307	1.02E-302	0.584186638	MMP9+
MIDN	8.59E-307	2.18E-302	0.386313278	MMP9+
ARHGAP45	1.16E-306	2.94E-302	0.47873266	MMP9+
RNF166	6.72E-306	1.71E-301	0.827252881	MMP9+
ACSL1	1.46E-305	3.70E-301	0.257750013	MMP9+
SLMAP	1.97E-305	5.01E-301	1.065074699	MMP9+
ASPH	2.43E-304	6.16E-300	0.500447847	MMP9+
INPP5D	7.80E-304	1.98E-299	0.432734847	MMP9+
DOK3	2.48E-301	6.29E-297	0.473718227	MMP9+
STAT5B	8.46E-301	2.15E-296	0.640237428	MMP9+
PARP8	8.62E-301	2.19E-296	0.557964959	MMP9+
ULK1	1.98E-300	5.04E-296	0.668466702	MMP9+
KLHL2	3.69E-299	9.36E-295	0.746210413	MMP9+
CNPY3	5.81E-299	1.47E-294	0.428804543	MMP9+
BCL6	7.03E-299	1.79E-294	0.367439713	MMP9+
TNFSF10	1.31E-298	3.33E-294	0.287731091	MMP9+
SHOC2	3.26E-298	8.27E-294	0.436189973	MMP9+
ERGIC2	5.67E-298	1.44E-293	1.127868419	MMP9+
CTDSP1	3.44E-297	8.74E-293	0.706827761	MMP9+
YWHAZ	5.97E-295	1.51E-290	0.274067136	MMP9+
CD302	2.28E-294	5.80E-290	0.608752679	MMP9+
TMCC3	4.31E-294	1.09E-289	0.355069554	MMP9+
TSEN34	2.62E-293	6.65E-289	0.432359423	MMP9+
PLCG2	6.88E-293	1.75E-288	0.360511341	MMP9+
PGAM1	9.67E-293	2.45E-288	0.690466562	MMP9+
MEF2A	5.55E-292	1.41E-287	0.836977912	MMP9+
KIDINS220	1.05E-291	2.66E-287	0.715907359	MMP9+
CYB5R4	7.34E-291	1.86E-286	0.514430322	MMP9+
ATP11A	1.50E-290	3.80E-286	0.860709619	MMP9+
MKRN1	2.05E-290	5.22E-286	0.598811082	MMP9+
PADI2	2.47E-290	6.28E-286	0.548365645	MMP9+
WASF2	5.22E-290	1.33E-285	0.588801248	MMP9+
KIAA1551	5.82E-290	1.48E-285	0.261340649	MMP9+
WAS	1.82E-289	4.63E-285	0.314776934	MMP9+
HSD17B11	2.35E-289	5.96E-285	0.430673672	MMP9+
CAPZB	5.66E-289	1.44E-284	0.276983535	MMP9+
RALBP1	7.73E-289	1.96E-284	0.500814243	MMP9+
RBMS1	2.83E-288	7.19E-284	0.46306797	MMP9+
IRS2	4.09E-287	1.04E-282	0.25512129	MMP9+
GLRX	5.55E-284	1.41E-279	0.447845331	MMP9+
TBL1X	1.30E-283	3.30E-279	0.59935922	MMP9+
NIPBL	1.60E-283	4.07E-279	0.498460916	MMP9+
GSR	3.55E-283	9.01E-279	1.106055136	MMP9+
ATP2A3	2.13E-281	5.41E-277	0.470291399	MMP9+
SLCO3A1	2.61E-280	6.62E-276	0.470475563	MMP9+
MICU1	5.29E-280	1.34E-275	0.925738436	MMP9+
PAK2	7.39E-280	1.88E-275	0.250009131	MMP9+
NDUFA1	1.14E-279	2.89E-275	0.289693261	MMP9+
UBXN2B	1.64E-279	4.16E-275	0.506122187	MMP9+
07-Mar	2.11E-279	5.36E-275	0.573244888	MMP9+
TLR8	5.43E-278	1.38E-273	0.827838723	MMP9+
FGD3	4.08E-277	1.04E-272	0.535210746	MMP9+
PHF12	5.02E-277	1.27E-272	0.643377818	MMP9+
HP1BP3	9.98E-276	2.53E-271	0.703789717	MMP9+
FAM8A1	5.10E-275	1.30E-270	0.56275776	MMP9+
RAB2A	9.52E-275	2.42E-270	0.321285545	MMP9+
CCND3	2.99E-274	7.59E-270	0.446127427	MMP9+
FAM160B1	9.46E-273	2.40E-268	0.872584689	MMP9+
TIMP2	9.72E-273	2.47E-268	0.33823252	MMP9+
B4GALT5	3.07E-272	7.80E-268	0.425337093	MMP9+
RIN3	4.44E-272	1.13E-267	0.625938092	MMP9+
WDR1	4.77E-272	1.21E-267	0.41200218	MMP9+
WDFY3	7.36E-272	1.87E-267	0.555496942	MMP9+
HLX	9.05E-272	2.30E-267	0.961884503	MMP9+
PLCB2	3.27E-271	8.30E-267	0.700748286	MMP9+
RNF130	4.86E-271	1.23E-266	0.311188695	MMP9+
MAP3K2	1.12E-270	2.84E-266	0.317909826	MMP9+
EPS15	3.84E-270	9.76E-266	0.821710487	MMP9+
CEP350	6.17E-270	1.57E-265	0.677540954	MMP9+
ZDHHC18	6.84E-270	1.74E-265	0.396049109	MMP9+
EXOC6	3.05E-269	7.74E-265	0.936520981	MMP9+
LIN7A	1.16E-268	2.94E-264	0.711610711	MMP9+
MBD2	2.38E-268	6.03E-264	0.648392264	MMP9+
LEPROTL1	3.15E-268	8.01E-264	0.65264926	MMP9+
PXN	8.28E-268	2.10E-263	0.636352499	MMP9+
AHCTF1	1.41E-266	3.57E-262	0.470004222	MMP9+
LAMP2	3.11E-266	7.90E-262	0.291065982	MMP9+
RTF2	4.56E-265	1.16E-260	0.370469151	MMP9+
KLHL8	2.37E-264	6.01E-260	0.696406186	MMP9+
PPFIA1	4.87E-264	1.24E-259	0.628148775	MMP9+
SELPLG	1.95E-260	4.96E-256	0.477196169	MMP9+
FGD4	2.82E-260	7.16E-256	0.461928472	MMP9+
LASP1	1.01E-259	2.56E-255	0.498209633	MMP9+
NFAM1	4.13E-259	1.05E-254	0.469964967	MMP9+
ATP5IF1	4.58E-259	1.16E-254	0.456141255	MMP9+
MYD88	6.91E-257	1.75E-252	0.472660661	MMP9+
PSMA7	3.03E-256	7.69E-252	0.303112823	MMP9+
PIP4P2	2.14E-254	5.44E-250	0.588621874	MMP9+
PRKACA	1.39E-252	3.53E-248	1.004042315	MMP9+
PRMT2	1.02E-251	2.59E-247	0.780553869	MMP9+
FLII	1.84E-251	4.66E-247	0.89480802	MMP9+
PHF20L1	3.23E-251	8.21E-247	0.276507596	MMP9+
MBNL1	8.22E-251	2.09E-246	0.273860454	MMP9+
AOAH	1.43E-250	3.64E-246	0.623843417	MMP9+
ARHGAP9	2.21E-250	5.61E-246	0.378914309	MMP9+
SRPK2	4.10E-250	1.04E-245	0.398171708	MMP9+
RNPEPL1	6.29E-250	1.60E-245	0.706103118	MMP9+
KIAA0319L	8.98E-250	2.28E-245	0.726432664	MMP9+
CCNG2	2.21E-248	5.62E-244	0.641971889	MMP9+
GADD45A	4.12E-248	1.05E-243	0.719325424	MMP9+
ACSL3	1.90E-247	4.83E-243	0.669659606	MMP9+
BLOC1S1	2.07E-247	5.26E-243	0.26762936	MMP9+
MARF1	2.32E-247	5.89E-243	0.670419536	MMP9+
DDX6	2.41E-247	6.12E-243	0.488992781	MMP9+
EPB41	9.92E-247	2.52E-242	0.554334366	MMP9+
ARFGEF1	1.56E-246	3.96E-242	0.717951925	MMP9+
P2RX1	2.77E-246	7.03E-242	0.678145279	MMP9+
LILRA6	3.37E-246	8.56E-242	0.735952888	MMP9+
TNFRSF10C	3.60E-246	9.13E-242	0.451549185	MMP9+
MARK2	9.04E-246	2.30E-241	0.644006702	MMP9+
LTB	1.08E-245	2.74E-241	0.301850524	MMP9+
RALGAPA2	1.31E-245	3.32E-241	0.829977276	MMP9+
TSC22D4	1.48E-245	3.75E-241	0.461465098	MMP9+
SP3	2.58E-245	6.56E-241	0.553610632	MMP9+
SNX27	5.48E-245	1.39E-240	0.576547348	MMP9+
C9orf16	6.10E-245	1.55E-240	0.418771693	MMP9+
CDADC1	1.27E-244	3.23E-240	1.00051319	MMP9+
KMT2C	3.12E-244	7.93E-240	0.508607005	MMP9+
CPEB4	1.36E-243	3.44E-239	0.467723541	MMP9+
KPNB1	2.11E-243	5.37E-239	0.300767275	MMP9+
ZYX	2.46E-243	6.26E-239	0.252290293	MMP9+
ANKRD13D	2.80E-243	7.12E-239	0.7881642	MMP9+
MED13L	5.43E-243	1.38E-238	0.451560801	MMP9+
PARVG	7.32E-242	1.86E-237	0.671295223	MMP9+
SLC44A2	2.20E-241	5.58E-237	0.393415663	MMP9+
FRAT1	2.32E-241	5.89E-237	0.669669794	MMP9+
TAOK1	2.56E-241	6.51E-237	0.844530874	MMP9+
CMIP	4.58E-241	1.16E-236	0.491514871	MMP9+
PHIP	5.67E-241	1.44E-236	0.54959383	MMP9+
TES	1.36E-240	3.44E-236	0.691042841	MMP9+
EP300	2.91E-240	7.39E-236	0.340727873	MMP9+
RAD23B	3.65E-239	9.26E-235	0.468898684	MMP9+
TAOK3	4.65E-239	1.18E-234	0.442494289	MMP9+
HIPK1	9.31E-239	2.36E-234	0.581033413	MMP9+
VNN1	3.57E-238	9.07E-234	0.875475588	MMP9+
GOLGA7	9.26E-238	2.35E-233	0.653384847	MMP9+
ELOB	2.46E-237	6.23E-233	0.277980764	MMP9+
PRDX5	4.28E-237	1.09E-232	0.338045683	MMP9+
SVIL	4.30E-237	1.09E-232	0.359088087	MMP9+
CAST	1.24E-236	3.14E-232	0.389509487	MMP9+
LYST	3.00E-236	7.61E-232	0.283893231	MMP9+
TRAF3IP3	4.00E-235	1.02E-230	0.662573369	MMP9+
DENND3	6.03E-234	1.53E-229	0.281038469	MMP9+
HMGB1	6.42E-234	1.63E-229	0.258522418	MMP9+
SIPA1	1.56E-233	3.97E-229	0.566144799	MMP9+
ACTN4	6.87E-233	1.75E-228	0.40589138	MMP9+
NPL	6.45E-232	1.64E-227	0.665124882	MMP9+
DIAPH1	2.88E-231	7.31E-227	0.512402177	MMP9+
IL4R	3.25E-231	8.25E-227	0.477225777	MMP9+
EIF4G3	3.83E-231	9.72E-227	0.704612085	MMP9+
POMP	9.53E-231	2.42E-226	0.365629059	MMP9+
ELF2	1.13E-229	2.87E-225	0.317703923	MMP9+
CCDC88B	1.28E-228	3.25E-224	0.352037549	MMP9+
UBE2H	4.69E-228	1.19E-223	0.374216775	MMP9+
KIF5B	4.71E-228	1.20E-223	0.631675784	MMP9+
KPNA1	1.02E-227	2.60E-223	0.575823994	MMP9+
RABAC1	5.44E-227	1.38E-222	0.498767209	MMP9+
MTMR3	1.11E-226	2.81E-222	0.540798154	MMP9+
PCMTD1	6.51E-226	1.65E-221	0.490844296	MMP9+
RSBN1L	7.55E-226	1.92E-221	0.45839589	MMP9+
PKN2	8.55E-226	2.17E-221	0.425217872	MMP9+
TBC1D10C	4.50E-225	1.14E-220	0.690475546	MMP9+
HIP1	2.23E-224	5.65E-220	0.506663061	MMP9+
CTBS	4.80E-224	1.22E-219	0.288173672	MMP9+
CCDC186	5.32E-224	1.35E-219	0.498610509	MMP9+
NPTN	2.77E-223	7.02E-219	0.513503118	MMP9+
MBD4	4.44E-223	1.13E-218	0.659035399	MMP9+
TNRC6B	8.77E-223	2.23E-218	0.425414043	MMP9+
SEMA4D	1.70E-222	4.31E-218	0.277789356	MMP9+
KDM4B	1.28E-221	3.26E-217	0.5270248	MMP9+
PRPF38B	2.17E-221	5.52E-217	0.441810166	MMP9+
ITSN2	2.42E-220	6.14E-216	0.422310468	MMP9+
C5AR2	5.84E-220	1.48E-215	0.83025521	MMP9+
CST3	6.30E-220	1.60E-215	0.292852027	MMP9+
BICD2	4.29E-219	1.09E-214	0.782106322	MMP9+
ZNF33A	9.10E-218	2.31E-213	0.620532135	MMP9+
GNAQ	2.81E-217	7.15E-213	0.549892751	MMP9+
NUMB	5.14E-216	1.30E-211	0.253593658	MMP9+
COX4I1	5.83E-216	1.48E-211	0.414318862	MMP9+
FCAR	6.00E-216	1.52E-211	0.388908358	MMP9+
N4BP2L2	3.64E-215	9.24E-211	0.294558499	MMP9+
NDUFB1	1.35E-214	3.43E-210	0.283353821	MMP9+
AL445524-1	1.61E-214	4.09E-210	0.483393505	MMP9+
HTATIP2	2.04E-213	5.19E-209	0.758040124	MMP9+
STMP1	3.73E-213	9.47E-209	0.560191699	MMP9+
SYF2	2.62E-212	6.67E-208	0.284179147	MMP9+
CBX3	4.96E-212	1.26E-207	0.459249729	MMP9+
AZI2	8.98E-212	2.28E-207	0.777619315	MMP9+
KIAA0040	1.67E-211	4.24E-207	0.62614316	MMP9+
NRDC	1.90E-211	4.81E-207	0.280717999	MMP9+
PPM1B	2.63E-211	6.68E-207	0.691728076	MMP9+
PIK3CG	3.07E-211	7.79E-207	0.676616451	MMP9+
SQOR	3.18E-211	8.07E-207	0.387513261	MMP9+
USP34	8.02E-211	2.04E-206	0.46613578	MMP9+
IDI1	1.29E-210	3.27E-206	0.296344186	MMP9+
ANKRD44	2.80E-210	7.10E-206	0.495300305	MMP9+
STX16	3.83E-210	9.73E-206	0.680572285	MMP9+
E2F3	9.89E-210	2.51E-205	0.457741837	MMP9+
SLC36A4	2.84E-209	7.21E-205	0.554511799	MMP9+
PARP4	6.88E-209	1.75E-204	0.721938746	MMP9+
PTK2B	1.07E-208	2.71E-204	0.419582354	MMP9+
NPEPPS	1.66E-208	4.21E-204	0.759849014	MMP9+
NHSL2	2.16E-208	5.48E-204	0.581817566	MMP9+
MAP3K5	3.13E-207	7.95E-203	0.533143996	MMP9+
RGS14	5.41E-207	1.37E-202	0.815449867	MMP9+
PPM1A	1.50E-206	3.80E-202	0.617363909	MMP9+
FRY	2.05E-206	5.21E-202	0.57382756	MMP9+
TMOD3	6.84E-206	1.74E-201	0.558495822	MMP9+
MTF1	5.49E-205	1.39E-200	0.614121128	MMP9+
PGLS	8.77E-205	2.23E-200	0.589851348	MMP9+
COL4A3BP	2.13E-204	5.41E-200	0.60862099	MMP9+
RASGRP4	5.30E-204	1.35E-199	0.592422283	MMP9+
ACAA1	6.31E-204	1.60E-199	0.821886593	MMP9+
WASHC4	8.58E-204	2.18E-199	0.646829398	MMP9+
PIK3CD	1.24E-203	3.14E-199	0.468176398	MMP9+
EGLN1	1.56E-203	3.97E-199	0.671747698	MMP9+
CCDC69	4.37E-203	1.11E-198	0.673749079	MMP9+
PLPPR2	4.42E-202	1.12E-197	0.615917694	MMP9+
IMPDH1	3.46E-201	8.77E-197	0.536213708	MMP9+
ADD1	6.39E-201	1.62E-196	0.543546215	MMP9+
SORT1	3.32E-200	8.43E-196	0.691290036	MMP9+
CHIC2	9.40E-200	2.39E-195	0.321115656	MMP9+
RXRA	1.33E-199	3.37E-195	0.30177992	MMP9+
KDM5A	4.33E-199	1.10E-194	0.427215624	MMP9+
ARHGAP15	1.50E-198	3.82E-194	0.42351923	MMP9+
MAEA	1.24E-197	3.14E-193	0.451030635	MMP9+
TP53INP1	1.40E-197	3.57E-193	0.621905594	MMP9+
RASGRP2	4.55E-197	1.15E-192	0.514465624	MMP9+
SYK	3.08E-196	7.83E-192	0.344000743	MMP9+
HAL	3.02E-195	7.67E-191	0.422127915	MMP9+
NSD3	5.49E-195	1.39E-190	0.534906227	MMP9+
ARGLU1	1.09E-194	2.76E-190	0.323671872	MMP9+
KAT6A	2.09E-194	5.32E-190	0.353103603	MMP9+
PTP4A1	5.78E-193	1.47E-188	0.486549441	MMP9+
ZDHHC3	1.58E-192	4.01E-188	0.745028526	MMP9+
ARL8A	3.37E-192	8.57E-188	0.492895917	MMP9+
VPS4B	8.21E-192	2.08E-187	0.326686242	MMP9+
CRLF3	1.29E-191	3.27E-187	0.684955153	MMP9+
LAMP1	2.35E-191	5.97E-187	0.338892122	MMP9+
NCOA2	6.06E-191	1.54E-186	0.519128163	MMP9+
DNAJC5	7.16E-191	1.82E-186	0.560964891	MMP9+
AGTRAP	2.01E-190	5.10E-186	0.355560881	MMP9+
COP1	3.95E-190	1.00E-185	0.598082193	MMP9+
UHRF1BP1L	3.31E-189	8.40E-185	0.773731119	MMP9+
GMIP	5.50E-189	1.40E-184	0.588504135	MMP9+
LILRB2	1.70E-188	4.31E-184	0.311451885	MMP9+
UBXN4	2.50E-188	6.34E-184	0.35919975	MMP9+
PSMB3	9.66E-187	2.45E-182	0.2738785	MMP9+
GIT2	5.82E-186	1.48E-181	0.472531448	MMP9+
LPAR2	5.42E-185	1.38E-180	0.649739819	MMP9+
RB1CC1	2.00E-184	5.08E-180	0.299206299	MMP9+
NEDD8	6.19E-184	1.57E-179	0.362547645	MMP9+
SLC9A3R1	7.47E-184	1.90E-179	0.298222036	MMP9+
MMADHC	1.78E-183	4.52E-179	0.383457854	MMP9+
JDP2	1.14E-182	2.89E-178	0.361873519	MMP9+
ATP6AP2	1.95E-182	4.95E-178	0.492553036	MMP9+
SIRPB1	1.98E-182	5.03E-178	0.315730186	MMP9+
RBM5	5.44E-182	1.38E-177	0.486945001	MMP9+
IL6R	8.54E-182	2.17E-177	0.298286172	MMP9+
VPS28	2.65E-181	6.72E-177	0.363149473	MMP9+
PHF3	9.40E-181	2.39E-176	0.48538588	MMP9+
MGRN1	1.31E-180	3.32E-176	0.54422321	MMP9+
PIAS1	1.46E-180	3.71E-176	0.305211	MMP9+
CDK13	6.51E-180	1.65E-175	0.598936658	MMP9+
TLR1	3.60E-179	9.15E-175	0.469156397	MMP9+
RBM47	3.42E-178	8.70E-174	0.305147509	MMP9+
CBL	2.26E-177	5.75E-173	0.695046988	MMP9+
PPP1R2	5.62E-177	1.43E-172	0.267691448	MMP9+
CUL3	5.89E-177	1.50E-172	0.44700776	MMP9+
FOXN2	7.77E-177	1.97E-172	0.814205974	MMP9+
MAST3	9.08E-177	2.31E-172	0.364799854	MMP9+
ELOVL5	1.26E-176	3.19E-172	0.3012083	MMP9+
SPATA13	1.96E-176	4.98E-172	0.562842404	MMP9+
CTSZ	3.52E-176	8.94E-172	0.568034343	MMP9+
STAT6	1.29E-175	3.27E-171	0.423243254	MMP9+
DNAJA2	1.29E-175	3.27E-171	0.442035715	MMP9+
AKNA	2.34E-175	5.95E-171	0.395370798	MMP9+
TBCA	3.09E-175	7.85E-171	0.435360735	MMP9+
NT5C3A	1.64E-174	4.15E-170	0.391501592	MMP9+
RC3H1	1.19E-173	3.02E-169	0.41468652	MMP9+
KIAA0232	2.45E-173	6.22E-169	0.37414761	MMP9+
NDUFA2	4.69E-173	1.19E-168	0.433764611	MMP9+
PSTPIP1	5.99E-173	1.52E-168	0.573346502	MMP9+
CPQ	8.72E-173	2.21E-168	0.319581588	MMP9+
ZFAND6	1.09E-172	2.76E-168	0.557296951	MMP9+
ANXA1	2.11E-172	5.36E-168	0.580697826	MMP9+
FAM200B	2.82E-172	7.17E-168	0.490879562	MMP9+
RAB10	2.86E-172	7.27E-168	0.497270773	MMP9+
CLTC	9.27E-171	2.35E-166	0.379278251	MMP9+
PSMA3-AS1	3.77E-170	9.57E-166	0.259848132	MMP9+
CHD4	3.97E-170	1.01E-165	0.377756279	MMP9+
TMEM71	5.06E-170	1.28E-165	0.337650331	MMP9+
CBX4	5.51E-170	1.40E-165	0.540000488	MMP9+
CYTH1	6.34E-170	1.61E-165	0.392715825	MMP9+
AKIRIN1	1.26E-169	3.21E-165	0.417778166	MMP9+
FNDC3A	2.80E-169	7.12E-165	0.425410264	MMP9+
RNF141	3.50E-169	8.88E-165	0.462374654	MMP9+
ZC3HAV1	4.02E-169	1.02E-164	0.317986917	MMP9+
NT5C2	5.92E-169	1.50E-164	0.451933895	MMP9+
ABCA7	8.27E-168	2.10E-163	0.44705026	MMP9+
PTPN6	1.02E-167	2.58E-163	0.28159147	MMP9+
CTBP2	1.76E-167	4.46E-163	0.571155066	MMP9+
FNBP1	4.22E-167	1.07E-162	0.279361124	MMP9+
CTDSP2	8.36E-167	2.12E-162	0.583476694	MMP9+
LILRA2	2.03E-166	5.15E-162	0.466217677	MMP9+
C11orf58	6.32E-166	1.60E-161	0.441347273	MMP9+
BPTF	1.05E-165	2.66E-161	0.489043515	MMP9+
CTNNB1	1.16E-165	2.93E-161	0.493456043	MMP9+
SENP6	1.46E-165	3.71E-161	0.360243138	MMP9+
TOR1AIP2	4.19E-165	1.06E-160	0.540969545	MMP9+
SCAF11	6.31E-165	1.60E-160	0.2707091	MMP9+
ARHGAP4	1.21E-164	3.06E-160	0.585687806	MMP9+
IKBIP	1.25E-164	3.17E-160	0.384924167	MMP9+
VAMP3	1.63E-164	4.15E-160	0.343358656	MMP9+
NORAD	2.62E-164	6.66E-160	0.689894318	MMP9+
ABI1	6.27E-164	1.59E-159	0.500974031	MMP9+
HELZ2	8.01E-164	2.03E-159	0.558158398	MMP9+
ADGRE3	1.27E-163	3.23E-159	0.32609724	MMP9+
DCP2	1.80E-163	4.58E-159	0.308161757	MMP9+
KCNE3	3.59E-163	9.10E-159	0.50096224	MMP9+
FBXO38	2.01E-162	5.10E-158	0.493909086	MMP9+
SEMA4A	2.61E-162	6.63E-158	0.45301974	MMP9+
MVP	3.29E-162	8.35E-158	0.560755205	MMP9+
ARID4A	5.19E-162	1.32E-157	0.461609731	MMP9+
TOR1AIP1	1.18E-161	2.99E-157	0.507528541	MMP9+
LSM14A	2.00E-161	5.07E-157	0.724992368	MMP9+
SH3BGRL	2.17E-161	5.52E-157	0.451785536	MMP9+
FERMT3	2.22E-161	5.63E-157	0.404643334	MMP9+
SPOPL	3.93E-161	9.99E-157	0.405045969	MMP9+
PSD4	6.19E-161	1.57E-156	0.545571688	MMP9+
PPP1R3B	9.63E-161	2.45E-156	0.481301946	MMP9+
FBXO33	1.17E-160	2.97E-156	0.436444996	MMP9+
POR	3.00E-160	7.62E-156	0.523140114	MMP9+
TSTD1	4.76E-160	1.21E-155	0.436634371	MMP9+
CHP1	1.21E-159	3.07E-155	0.41333371	MMP9+
ZNF516	2.78E-159	7.07E-155	0.766705666	MMP9+
MPZL3	9.46E-159	2.40E-154	0.609948933	MMP9+
CD58	1.79E-158	4.54E-154	0.253588561	MMP9+
KLF3	9.15E-157	2.32E-152	0.453808053	MMP9+
UNC13D	1.25E-156	3.18E-152	0.459911684	MMP9+
PDE3B	1.92E-156	4.88E-152	0.701795584	MMP9+
SETD2	1.93E-156	4.89E-152	0.336517737	MMP9+
MAP2K2	2.09E-156	5.31E-152	0.766740293	MMP9+
GPAT4	3.00E-156	7.63E-152	0.53274317	MMP9+
PRKCD	3.01E-156	7.64E-152	0.296588482	MMP9+
HERPUD2	3.78E-156	9.61E-152	0.413185985	MMP9+
UBR2	6.36E-156	1.62E-151	0.371412261	MMP9+
ADAM8	2.00E-155	5.09E-151	0.256563801	MMP9+
RUBCNL	3.38E-155	8.58E-151	0.403611633	MMP9+
UBLCP1	7.69E-155	1.95E-150	0.459775156	MMP9+
SLTM	2.47E-154	6.27E-150	0.507641828	MMP9+
KANSL1	5.28E-154	1.34E-149	0.401461872	MMP9+
FLI1	8.99E-154	2.28E-149	0.463601441	MMP9+
CSK	1.54E-153	3.90E-149	0.341548435	MMP9+
YTHDF3	1.83E-153	4.64E-149	0.27104431	MMP9+
SPG11	2.26E-153	5.75E-149	0.886635325	MMP9+
C4orf48	5.12E-153	1.30E-148	0.70970791	MMP9+
MDM4	5.44E-153	1.38E-148	0.269224252	MMP9+
SETX	8.19E-153	2.08E-148	0.3395334	MMP9+
MAN2A2	1.09E-152	2.78E-148	0.625753491	MMP9+
MBOAT2	2.71E-152	6.89E-148	0.5962896	MMP9+
ZRANB1	4.04E-152	1.03E-147	0.513642597	MMP9+
UBAP1	5.35E-152	1.36E-147	0.268755664	MMP9+
TFDP1	5.89E-152	1.49E-147	0.528044003	MMP9+
SELENOT	8.43E-152	2.14E-147	0.527039871	MMP9+
ZNF148	4.47E-151	1.14E-146	0.737897712	MMP9+
NDEL1	1.87E-150	4.76E-146	0.302195897	MMP9+
CYLD	2.38E-150	6.04E-146	0.302875504	MMP9+
LINC01001	3.38E-149	8.58E-145	0.295720186	MMP9+
SIPA1L2	1.58E-148	4.02E-144	0.488518474	MMP9+
MYO9B	2.36E-148	5.99E-144	0.291649566	MMP9+
DEF6	1.32E-147	3.35E-143	0.390843404	MMP9+
THRAP3	1.63E-147	4.15E-143	0.443347228	MMP9+
RAB32	1.82E-147	4.61E-143	0.399330499	MMP9+
PDCD6IP	2.98E-147	7.56E-143	0.519681298	MMP9+
MAP3K1	3.50E-147	8.88E-143	0.470255542	MMP9+
RCOR1	7.66E-147	1.95E-142	0.573456784	MMP9+
C16orf54	9.70E-147	2.46E-142	0.363187983	MMP9+
ENSA	7.13E-146	1.81E-141	0.372834186	MMP9+
ITCH	2.15E-145	5.47E-141	0.335157646	MMP9+
ZBTB7A	7.39E-145	1.88E-140	0.467607952	MMP9+
MPP1	9.97E-145	2.53E-140	0.259304226	MMP9+
YIPF4	1.00E-144	2.55E-140	0.388265872	MMP9+
IMPA2	1.34E-144	3.41E-140	0.635690678	MMP9+
RNF44	1.69E-144	4.29E-140	0.461234311	MMP9+
CREG1	4.29E-144	1.09E-139	0.443923733	MMP9+
ZNF217	2.29E-143	5.81E-139	0.391799299	MMP9+
MAPRE1	2.46E-143	6.25E-139	0.46455679	MMP9+
PELI2	2.63E-143	6.67E-139	0.634288392	MMP9+
GSN	3.51E-143	8.92E-139	0.49030046	MMP9+
PLIN3	6.90E-143	1.75E-138	0.457093734	MMP9+
PPIG	7.87E-143	2.00E-138	0.26845691	MMP9+
BRAF	1.74E-142	4.43E-138	0.333243872	MMP9+
ATF7IP	2.12E-142	5.39E-138	0.428173946	MMP9+
PAN3	5.23E-142	1.33E-137	0.596058809	MMP9+
IPMK	7.54E-142	1.92E-137	0.29669928	MMP9+
NLRC5	8.52E-142	2.16E-137	0.338263493	MMP9+
C1orf56	1.06E-141	2.70E-137	0.409250127	MMP9+
DOCK11	1.95E-141	4.94E-137	0.29734436	MMP9+
USP4	3.60E-141	9.15E-137	0.338535438	MMP9+
CDK19	5.20E-141	1.32E-136	0.459890912	MMP9+
PAFAH1B1	3.63E-140	9.21E-136	0.330798424	MMP9+
NCOA3	5.26E-140	1.34E-135	0.509077027	MMP9+
APC	1.48E-139	3.75E-135	0.578755356	MMP9+
AKAP9	3.68E-139	9.35E-135	0.523053398	MMP9+
TMEM30A	3.76E-139	9.55E-135	0.440509318	MMP9+
NEK7	1.17E-138	2.96E-134	0.559751723	MMP9+
CAPNS1	1.46E-138	3.72E-134	0.562010405	MMP9+
STXBP3	2.24E-137	5.70E-133	0.446410854	MMP9+
TMEM33	4.44E-137	1.13E-132	0.456442698	MMP9+
